seqid,source,type,start,end,score,strand,phase,gene_id,gene_type,gene_name,level,havana_gene,remap_status,remap_num_mappings,remap_target_status,transcript_id,transcript_type,transcript_name,transcript_support_level,tag,havana_transcript,exon_number,exon_id,remap_original_location,ont,protein_id,ccdsid,gene_status,remap_substituted_missing_target,transcript_status
chr1,HAVANA,transcript,129081,133566,NA,-,NA,ENSG00000238009,lincRNA,RP11-34P13.7,2,OTTHUMG00000001096.2_5,full_contig,1,overlap,ENST00000453576.2_1,lincRNA,RP11-34P13.7-004,2,NA,OTTHUMT00000003689.1_1,NA,NA,NA,NA,NA,NA,NA,NA,NA
chr1,HAVANA,transcript,89551,91105,NA,-,NA,ENSG00000239945,lincRNA,RP11-34P13.8,2,OTTHUMG00000001097.2_5,full_contig,1,overlap,ENST00000495576.1_1,lincRNA,RP11-34P13.8-001,5,basic,OTTHUMT00000003226.2_1,NA,NA,NA,NA,NA,NA,NA,NA,NA
chr1,HAVANA,transcript,131025,134836,NA,+,NA,ENSG00000233750,processed_pseudogene,RP11-34P13.10,1,OTTHUMG00000001257.3_3,full_contig,1,overlap,ENST00000442987.3_1,processed_pseudogene,RP11-34P13.10-001,NA,basic,OTTHUMT00000003691.3_1,NA,NA,NA,PGO:0000004,NA,NA,NA,NA,NA
chr1,ENSEMBL,transcript,134901,139379,NA,-,NA,ENSG00000237683,protein_coding,AL627309.1,3,NA,automatic_gene,NA,NA,ENST00000423372.3,protein_coding,AL627309.1-201,NA,appris_principal,NA,NA,NA,NA,NA,ENSP00000473460.1,NA,KNOWN,V19,KNOWN
chr1,HAVANA,transcript,135141,135895,NA,-,NA,ENSG00000268903,processed_pseudogene,RP11-34P13.15,2,OTTHUMG00000182518.2_4,full_contig,1,overlap,ENST00000494149.2_2,processed_pseudogene,RP11-34P13.15-001,NA,basic,OTTHUMT00000461982.2_2,NA,NA,NA,PGO:0000004,NA,NA,NA,NA,NA
chr1,HAVANA,transcript,137682,137965,NA,-,NA,ENSG00000269981,processed_pseudogene,RP11-34P13.16,2,OTTHUMG00000182738.2_4,full_contig,1,overlap,ENST00000595919.1_1,processed_pseudogene,RP11-34P13.16-001,NA,basic,OTTHUMT00000463398.2_1,NA,NA,NA,PGO:0000004,NA,NA,NA,NA,NA
chr1,HAVANA,transcript,139790,140339,NA,-,NA,ENSG00000239906,antisense,RP11-34P13.14,2,OTTHUMG00000002481.1_4,full_contig,1,overlap,ENST00000493797.1_1,antisense,RP11-34P13.14-001,2,basic,OTTHUMT00000007038.1_1,NA,NA,NA,NA,NA,NA,NA,NA,NA
chr1,HAVANA,transcript,141474,149707,NA,-,NA,ENSG00000241860,processed_transcript,RP11-34P13.13,2,OTTHUMG00000002480.3_4,full_contig,1,overlap,ENST00000484859.1_1,antisense,RP11-34P13.13-004,5,basic,OTTHUMT00000007035.1_1,NA,NA,NA,NA,NA,NA,NA,NA,NA
chr1,HAVANA,transcript,142808,146831,NA,-,NA,ENSG00000241860,processed_transcript,RP11-34P13.13,2,OTTHUMG00000002480.3_4,full_contig,1,overlap,ENST00000490997.5_1,antisense,RP11-34P13.13-003,5,NA,OTTHUMT00000007036.1_1,NA,NA,NA,NA,NA,NA,NA,NA,NA
chr1,HAVANA,transcript,146386,173862,NA,-,NA,ENSG00000241860,processed_transcript,RP11-34P13.13,2,OTTHUMG00000002480.3_4,full_contig,1,overlap,ENST00000466557.6_1,lincRNA,RP11-34P13.13-001,5,basic,OTTHUMT00000007037.2_1,NA,NA,NA,NA,NA,NA,NA,NA,NA
chr1,HAVANA,transcript,165889,168767,NA,-,NA,ENSG00000241860,processed_transcript,RP11-34P13.13,2,OTTHUMG00000002480.3_4,full_contig,1,overlap,ENST00000491962.1_1,lincRNA,RP11-34P13.13-002,5,NA,OTTHUMT00000007168.1_1,NA,NA,NA,NA,NA,NA,NA,NA,NA
chr1,ENSEMBL,transcript,157784,157887,NA,-,NA,ENSG00000222623,snRNA,RNU6-1100P,3,NA,automatic_gene,NA,NA,ENST00000410691.1,snRNA,RNU6-1100P-201,NA,basic,NA,NA,NA,NA,NA,NA,NA,KNOWN,V19,KNOWN
chr1,HAVANA,transcript,160446,161525,NA,+,NA,ENSG00000241599,lincRNA,RP11-34P13.9,2,OTTHUMG00000002525.1_4,full_contig,1,overlap,ENST00000496488.1_1,lincRNA,RP11-34P13.9-001,5,basic,OTTHUMT00000007169.1_1,NA,NA,NA,NA,NA,NA,NA,NA,NA
chr1,HAVANA,transcript,227615,234484,NA,-,NA,ENSG00000228463,lincRNA,AP006222.2,2,OTTHUMG00000002553.2,NA,NA,NA,ENST00000442116.1,lincRNA,AP006222.2-003,NA,NA,OTTHUMT00000007244.1,NA,NA,NA,NA,NA,NA,NOVEL,V19,KNOWN
chr1,HAVANA,transcript,227895,238558,NA,-,NA,ENSG00000228463,lincRNA,AP006222.2,2,OTTHUMG00000002553.2,NA,NA,NA,ENST00000448958.1,lincRNA,AP006222.2-002,NA,NA,OTTHUMT00000007243.1,NA,NA,NA,NA,NA,NA,NOVEL,V19,KNOWN
chr1,HAVANA,transcript,236112,267253,NA,-,NA,ENSG00000228463,lincRNA,AP006222.2,2,OTTHUMG00000002553.2,NA,NA,NA,ENST00000424587.2,lincRNA,AP006222.2-001,NA,basic,OTTHUMT00000007242.2,NA,NA,NA,NA,NA,NA,NOVEL,V19,KNOWN
chr1,HAVANA,transcript,257268,259121,NA,-,NA,ENSG00000228463,lincRNA,AP006222.2,2,OTTHUMG00000002553.2,NA,NA,NA,ENST00000335577.4,lincRNA,AP006222.2-004,NA,NA,OTTHUMT00000007245.1,NA,NA,NA,NA,NA,NA,NOVEL,V19,KNOWN
chr1,HAVANA,transcript,326096,328112,NA,+,NA,ENSG00000250575,pseudogene,RP4-669L17.8,1,OTTHUMG00000002861.2,NA,NA,NA,ENST00000514436.1,unprocessed_pseudogene,RP4-669L17.8-001,NA,pseudo_consens,OTTHUMT00000008000.2,NA,NA,NA,PGO:0000005,NA,NA,KNOWN,V19,KNOWN
chr1,HAVANA,transcript,329431,332236,NA,-,NA,ENSG00000233653,pseudogene,CICP7,1,OTTHUMG00000057429.3,NA,NA,NA,ENST00000432723.3,processed_pseudogene,CICP7-001,NA,pseudo_consens,OTTHUMT00000127609.3,NA,NA,NA,PGO:0000004,NA,NA,KNOWN,V19,KNOWN
chr1,HAVANA,transcript,334126,334305,NA,+,NA,ENSG00000224813,pseudogene,RP4-669L17.4,2,OTTHUMG00000002857.4,NA,NA,NA,ENST00000445840.1,transcribed_unprocessed_pseudogene,RP4-669L17.4-001,NA,NA,OTTHUMT00000346882.1,NA,NA,NA,PGO:0000019,NA,NA,KNOWN,V19,KNOWN
chr1,HAVANA,transcript,367640,368634,NA,+,NA,ENSG00000235249,protein_coding,OR4F29,2,OTTHUMG00000002860.1,NA,NA,NA,ENST00000426406.1,protein_coding,OR4F29-001,NA,CCDS,OTTHUMT00000007999.1,NA,NA,NA,NA,ENSP00000409316.1,CCDS41220.1,KNOWN,V19,KNOWN
chr1,HAVANA,transcript,379105,379467,NA,-,NA,ENSG00000269732,pseudogene,WBP1LP7,1,OTTHUMG00000002859.2,NA,NA,NA,ENST00000437905.2,processed_pseudogene,WBP1LP7-001,NA,pseudo_consens,OTTHUMT00000007998.2,NA,NA,NA,PGO:0000004,NA,NA,KNOWN,V19,KNOWN
chr1,ENSEMBL,transcript,450820,450910,NA,-,NA,ENSG00000256186,pseudogene,AL732372.1,3,NA,automatic_gene,NA,NA,ENST00000540477.1,pseudogene,AL732372.1-201,NA,NA,NA,NA,NA,NA,NA,NA,NA,NOVEL,V19,NOVEL
chr1,HAVANA,transcript,453633,460480,NA,-,NA,ENSG00000236601,lincRNA,RP4-669L17.2,2,OTTHUMG00000002855.2,NA,NA,NA,ENST00000450983.1,lincRNA,RP4-669L17.2-002,NA,basic,OTTHUMT00000007988.2,NA,NA,NA,NA,NA,NA,NOVEL,V19,KNOWN
chr1,HAVANA,transcript,453827,460465,NA,-,NA,ENSG00000236601,lincRNA,RP4-669L17.2,2,OTTHUMG00000002855.2,NA,NA,NA,ENST00000412666.1,lincRNA,RP4-669L17.2-001,NA,not_best_in_genome_evidence,OTTHUMT00000007987.2,NA,NA,NA,NA,NA,NA,NOVEL,V19,KNOWN
chr1,HAVANA,transcript,459656,461954,NA,+,NA,ENSG00000236743,lincRNA,RP5-857K21.15,2,OTTHUMG00000156971.1,NA,NA,NA,ENST00000441866.1,lincRNA,RP5-857K21.15-001,NA,basic,OTTHUMT00000346905.1,NA,NA,NA,NA,NA,NA,NOVEL,V19,KNOWN
chr1,HAVANA,transcript,470971,471355,NA,+,NA,ENSG00000236679,pseudogene,RP4-669L17.1,1,OTTHUMG00000002854.4,NA,NA,NA,ENST00000458203.2,processed_pseudogene,RP4-669L17.1-004,NA,pseudo_consens,OTTHUMT00000346877.2,NA,NA,NA,PGO:0000004,NA,NA,KNOWN,V19,KNOWN
chr1,HAVANA,transcript,521451,548193,NA,-,NA,ENSG00000230021,transcribed_processed_pseudogene,RP11-206L10.17,2,OTTHUMG00000191652.2_4,full_contig,1,new,ENST00000634833.2_2,processed_transcript,RP11-206L10.17-012,5,basic,OTTHUMT00000488646.2_2,NA,NA,NA,NA,NA,NA,NA,NA,NA
chr1,HAVANA,transcript,521658,523833,NA,-,NA,ENSG00000230021,transcribed_processed_pseudogene,RP11-206L10.17,2,OTTHUMG00000191652.2_4,full_contig,1,overlap,ENST00000417636.2_2,processed_transcript,RP11-206L10.17-011,5,NA,OTTHUMT00000006453.2_2,NA,NA,NA,NA,NA,NA,NA,NA,NA
chr1,HAVANA,transcript,522325,655574,NA,-,NA,ENSG00000230021,transcribed_processed_pseudogene,RP11-206L10.17,2,OTTHUMG00000191652.2_4,full_contig,1,overlap,ENST00000419394.2_2,processed_transcript,RP11-206L10.17-006,5,NA,OTTHUMT00000008017.2_2,NA,NA,NA,NA,NA,NA,NA,NA,NA
chr1,HAVANA,transcript,529571,568509,NA,-,NA,ENSG00000230021,transcribed_processed_pseudogene,RP11-206L10.17,2,OTTHUMG00000191652.2_4,full_contig,1,overlap,ENST00000440196.3_2,processed_transcript,RP11-206L10.17-014,5,RNA_Seq_supported_only,OTTHUMT00000493605.1_2,NA,NA,NA,NA,NA,NA,NA,NA,NA
chr1,HAVANA,transcript,529578,566584,NA,-,NA,ENSG00000230021,transcribed_processed_pseudogene,RP11-206L10.17,2,OTTHUMG00000191652.2_4,full_contig,1,new,ENST00000641296.1_1,processed_transcript,RP11-206L10.17-010,NA,RNA_Seq_supported_only,OTTHUMT00000493606.1_1,NA,NA,NA,NA,NA,NA,NA,NA,NA
chr1,HAVANA,transcript,529688,533931,NA,-,NA,ENSG00000230021,transcribed_processed_pseudogene,RP11-206L10.17,2,OTTHUMG00000191652.2_4,full_contig,1,overlap,ENST00000357876.6_2,processed_transcript,RP11-206L10.17-009,5,RNA_Seq_supported_only,OTTHUMT00000006709.3_2,NA,NA,NA,NA,NA,NA,NA,NA,NA
chr1,HAVANA,transcript,529688,763149,NA,-,NA,ENSG00000230021,transcribed_processed_pseudogene,RP11-206L10.17,2,OTTHUMG00000191652.2_4,full_contig,1,new,ENST00000635509.2_2,processed_transcript,RP11-206L10.17-013,5,RNA_Seq_supported_only,OTTHUMT00000488653.2_2,NA,NA,NA,NA,NA,NA,NA,NA,NA
chr1,HAVANA,transcript,529688,763176,NA,-,NA,ENSG00000230021,transcribed_processed_pseudogene,RP11-206L10.17,2,OTTHUMG00000191652.2_4,full_contig,1,new,ENST00000634337.2_2,processed_transcript,RP11-206L10.17-007,5,basic,OTTHUMT00000488647.3_2,NA,NA,NA,NA,NA,NA,NA,NA,NA
chr1,HAVANA,transcript,536816,655580,NA,-,NA,ENSG00000230021,transcribed_processed_pseudogene,RP11-206L10.17,2,OTTHUMG00000191652.2_4,full_contig,1,overlap,ENST00000440200.5_1,processed_transcript,RP11-206L10.17-002,5,not_best_in_genome_evidence,OTTHUMT00000006710.2_1,NA,NA,NA,NA,NA,NA,NA,NA,NA
chr1,HAVANA,transcript,562757,566530,NA,-,NA,ENSG00000230021,transcribed_processed_pseudogene,RP11-206L10.17,2,OTTHUMG00000191652.2_4,full_contig,1,overlap,ENST00000452176.2_2,processed_transcript,RP11-206L10.17-008,1,NA,OTTHUMT00000006714.2_2,NA,NA,NA,NA,NA,NA,NA,NA,NA
chr1,HAVANA,transcript,637316,655530,NA,-,NA,ENSG00000230021,transcribed_processed_pseudogene,RP11-206L10.17,2,OTTHUMG00000191652.2_4,full_contig,1,overlap,ENST00000441245.5_2,processed_transcript,RP11-206L10.17-003,5,NA,OTTHUMT00000006711.1_2,NA,NA,NA,NA,NA,NA,NA,NA,NA
chr1,HAVANA,transcript,647247,667592,NA,-,NA,ENSG00000230021,transcribed_processed_pseudogene,RP11-206L10.17,2,OTTHUMG00000191652.2_4,full_contig,1,overlap,ENST00000414688.6_2,processed_transcript,RP11-206L10.17-004,5,NA,OTTHUMT00000493607.1_2,NA,NA,NA,NA,NA,NA,NA,NA,NA
chr1,HAVANA,transcript,655404,655586,NA,-,NA,ENSG00000230021,transcribed_processed_pseudogene,RP11-206L10.17,2,OTTHUMG00000191652.2_4,full_contig,1,new,ENST00000636676.1_1,transcribed_processed_pseudogene,RP11-206L10.17-001,NA,basic,OTTHUMT00000489043.1_1,NA,NA,NA,PGO:0000019,NA,NA,NA,NA,NA
chr1,HAVANA,transcript,655433,659944,NA,-,NA,ENSG00000230021,transcribed_processed_pseudogene,RP11-206L10.17,2,OTTHUMG00000191652.2_4,full_contig,1,overlap,ENST00000447954.2_2,processed_transcript,RP11-206L10.17-005,2,NA,OTTHUMT00000006878.3_2,NA,NA,NA,NA,NA,NA,NA,NA,NA
chr1,HAVANA,transcript,523009,530148,NA,+,NA,ENSG00000235146,lincRNA,RP5-857K21.2,2,OTTHUMG00000002329.1_4,full_contig,1,overlap,ENST00000423796.1_1,lincRNA,RP5-857K21.2-002,5,basic,OTTHUMT00000006707.1_1,NA,NA,NA,NA,NA,NA,NA,NA,NA
chr1,HAVANA,transcript,523048,529954,NA,+,NA,ENSG00000235146,lincRNA,RP5-857K21.2,2,OTTHUMG00000002329.1_4,full_contig,1,overlap,ENST00000450696.1_1,lincRNA,RP5-857K21.2-001,1,not_best_in_genome_evidence,OTTHUMT00000006706.1_1,NA,NA,NA,NA,NA,NA,NA,NA,NA
chr1,HAVANA,transcript,564442,564813,NA,+,NA,ENSG00000225972,unprocessed_pseudogene,RP5-857K21.9,2,OTTHUMG00000002338.1_3,full_contig,1,overlap,ENST00000416931.1_1,unprocessed_pseudogene,RP5-857K21.9-001,NA,basic,OTTHUMT00000006720.1_1,NA,NA,NA,PGO:0000005,NA,NA,NA,NA,NA
chr1,HAVANA,transcript,565020,566063,NA,+,NA,ENSG00000225630,unprocessed_pseudogene,RP5-857K21.8,2,OTTHUMG00000002336.1_3,full_contig,1,overlap,ENST00000457540.1_1,unprocessed_pseudogene,RP5-857K21.8-001,NA,basic,OTTHUMT00000006718.1_1,NA,NA,NA,PGO:0000005,NA,NA,NA,NA,NA
chr1,HAVANA,transcript,566454,567996,NA,+,NA,ENSG00000237973,unprocessed_pseudogene,RP5-857K21.6,2,OTTHUMG00000002333.2_3,full_contig,1,overlap,ENST00000414273.1_1,unprocessed_pseudogene,RP5-857K21.6-001,NA,basic,OTTHUMT00000006715.2_1,NA,NA,NA,PGO:0000005,NA,NA,NA,NA,NA
chr1,HAVANA,transcript,568137,568818,NA,+,NA,ENSG00000229344,unprocessed_pseudogene,RP5-857K21.7,2,OTTHUMG00000002334.1_3,full_contig,1,overlap,ENST00000427426.1_1,unprocessed_pseudogene,RP5-857K21.7-001,NA,basic,OTTHUMT00000006716.1_1,NA,NA,NA,PGO:0000005,NA,NA,NA,NA,NA
chr1,HAVANA,transcript,568915,569121,NA,+,NA,ENSG00000240409,unprocessed_pseudogene,RP5-857K21.14,2,OTTHUMG00000002473.1_3,full_contig,1,overlap,ENST00000467115.1_1,unprocessed_pseudogene,RP5-857K21.14-001,NA,basic,OTTHUMT00000007027.1_1,NA,NA,NA,PGO:0000005,NA,NA,NA,NA,NA
chr1,HAVANA,transcript,569076,569756,NA,+,NA,ENSG00000248527,unprocessed_pseudogene,RP5-857K21.10,2,OTTHUMG00000002335.2_3,full_contig,1,overlap,ENST00000514057.1_1,unprocessed_pseudogene,RP5-857K21.10-001,NA,basic,OTTHUMT00000006717.2_1,NA,NA,NA,PGO:0000005,NA,NA,NA,NA,NA
chr1,HAVANA,transcript,569756,570302,NA,+,NA,ENSG00000198744,unprocessed_pseudogene,RP5-857K21.11,2,OTTHUMG00000002337.2_3,full_contig,1,overlap,ENST00000416718.2_1,unprocessed_pseudogene,RP5-857K21.11-001,NA,basic,OTTHUMT00000006719.2_1,NA,NA,NA,PGO:0000005,NA,NA,NA,NA,NA
chr1,HAVANA,transcript,610222,610645,NA,+,NA,ENSG00000268663,processed_pseudogene,RP5-857K21.12,1,OTTHUMG00000002340.3_3,full_contig,1,overlap,ENST00000438434.2_1,processed_pseudogene,RP5-857K21.12-001,NA,basic,OTTHUMT00000006722.3_1,NA,NA,NA,PGO:0000004,NA,NA,NA,NA,NA
chr1,HAVANA,transcript,621059,622053,NA,-,NA,ENSG00000284662,protein_coding,OR4F16,2,OTTHUMG00000002581.3_1,full_contig,1,overlap,ENST00000332831.4_2,protein_coding,RP5-857K21.13-001,NA,CCDS,OTTHUMT00000007334.3_2,NA,NA,NA,NA,ENSP00000329982.2,CCDS41221.1,NA,NA,NA
chr1,HAVANA,transcript,657472,660283,NA,+,NA,ENSG00000229376,processed_pseudogene,RP11-206L10.15,1,OTTHUMG00000057431.3_3,full_contig,1,overlap,ENST00000440782.3_1,processed_pseudogene,RP11-206L10.15-001,NA,basic,OTTHUMT00000127611.3_1,NA,NA,NA,PGO:0000004,NA,NA,NA,NA,NA
chr1,HAVANA,transcript,661265,714006,NA,-,NA,ENSG00000228327,transcribed_unprocessed_pseudogene,RP11-206L10.2,2,OTTHUMG00000002406.2_5,full_contig,1,overlap,ENST00000506640.2_3,processed_transcript,RP11-206L10.2-001,5,basic,OTTHUMT00000006889.2_3,NA,NA,NA,NA,NA,NA,NA,NA,NA
chr1,HAVANA,transcript,700103,709660,NA,-,NA,ENSG00000228327,transcribed_unprocessed_pseudogene,RP11-206L10.2,2,OTTHUMG00000002406.2_5,full_contig,1,overlap,ENST00000428504.2_1,transcribed_unprocessed_pseudogene,RP11-206L10.2-002,NA,basic,OTTHUMT00000488438.1_1,NA,NA,NA,PGO:0000019,NA,NA,NA,NA,NA
chr1,HAVANA,transcript,677193,685396,NA,-,NA,ENSG00000235373,lincRNA,RP11-206L10.3,2,OTTHUMG00000002407.1,NA,NA,NA,ENST00000416385.1,lincRNA,RP11-206L10.3-001,NA,basic,OTTHUMT00000006890.1,NA,NA,NA,NA,NA,NA,NOVEL,V19,KNOWN
chr1,ENSEMBL,transcript,693613,693716,NA,-,NA,ENSG00000223181,snRNA,RNU6-1199P,3,NA,automatic_gene,NA,NA,ENST00000411249.1,snRNA,RNU6-1199P-201,NA,basic,NA,NA,NA,NA,NA,NA,NA,KNOWN,V19,KNOWN
chr1,HAVANA,transcript,696291,697369,NA,+,NA,ENSG00000229905,antisense,RP11-206L10.4,2,OTTHUMG00000002408.1_4,full_contig,1,overlap,ENST00000422528.1_1,antisense,RP11-206L10.4-001,5,basic,OTTHUMT00000006891.1_1,NA,NA,NA,NA,NA,NA,NA,NA,NA
chr1,HAVANA,transcript,714150,720070,NA,+,NA,ENSG00000237491,lincRNA,RP11-206L10.9,1,OTTHUMG00000002404.7_4,full_contig,1,overlap,ENST00000434264.6_1,lincRNA,RP11-206L10.9-017,5,exp_conf,OTTHUMT00000007013.4_1,NA,NA,NA,NA,NA,NA,NA,NA,NA
chr1,HAVANA,transcript,714162,717571,NA,+,NA,ENSG00000237491,lincRNA,RP11-206L10.9,2,OTTHUMG00000002404.7_4,full_contig,1,overlap,ENST00000457084.1_1,lincRNA,RP11-206L10.9-019,4,basic,OTTHUMT00000006884.2_1,NA,NA,NA,NA,NA,NA,NA,NA,NA
chr1,HAVANA,transcript,714310,720035,NA,+,NA,ENSG00000237491,lincRNA,RP11-206L10.9,2,OTTHUMG00000002404.7_4,full_contig,1,overlap,ENST00000589899.5_1,lincRNA,RP11-206L10.9-003,5,RNA_Seq_supported_only,OTTHUMT00000448546.1_1,NA,NA,NA,NA,NA,NA,NA,NA,NA
chr1,HAVANA,transcript,714317,719809,NA,+,NA,ENSG00000237491,lincRNA,RP11-206L10.9,2,OTTHUMG00000002404.7_4,full_contig,1,overlap,ENST00000609830.1_2,lincRNA,RP11-206L10.9-021,5,nested_454_RNA_Seq_supported,OTTHUMT00000472539.1_2,NA,NA,NA,NA,NA,NA,NA,NA,NA
chr1,HAVANA,transcript,714436,740255,NA,+,NA,ENSG00000237491,lincRNA,RP11-206L10.9,2,OTTHUMG00000002404.7_4,full_contig,1,overlap,ENST00000429505.5_1,lincRNA,RP11-206L10.9-001,3,basic,OTTHUMT00000006885.2_1,NA,NA,NA,NA,NA,NA,NA,NA,NA
chr1,HAVANA,transcript,719750,720139,NA,+,NA,ENSG00000237491,lincRNA,RP11-206L10.9,2,OTTHUMG00000002404.7_4,full_contig,1,overlap,ENST00000585826.1_1,lincRNA,RP11-206L10.9-006,NA,RNA_Seq_supported_only,OTTHUMT00000458567.1_1,NA,NA,NA,NA,NA,NA,NA,NA,NA
chr1,HAVANA,transcript,719750,720357,NA,+,NA,ENSG00000237491,lincRNA,RP11-206L10.9,2,OTTHUMG00000002404.7_4,full_contig,1,overlap,ENST00000592547.1_1,lincRNA,RP11-206L10.9-005,NA,RNA_Seq_supported_only,OTTHUMT00000458568.1_1,NA,NA,NA,NA,NA,NA,NA,NA,NA
chr1,HAVANA,transcript,719750,722246,NA,+,NA,ENSG00000237491,lincRNA,RP11-206L10.9,2,OTTHUMG00000002404.7_4,full_contig,1,overlap,ENST00000586928.5_1,lincRNA,RP11-206L10.9-004,5,RNA_Seq_supported_only,OTTHUMT00000458569.1_1,NA,NA,NA,NA,NA,NA,NA,NA,NA
