seqid,source,type,start,end,score,strand,phase,gene_id,gene_type,gene_name,level,havana_gene,remap_status,remap_num_mappings,remap_target_status,transcript_id,transcript_type,transcript_name,transcript_support_level,tag,havana_transcript,exon_number,exon_id,remap_original_location,ont,protein_id,ccdsid,gene_status,remap_substituted_missing_target,transcript_status
chr1,HAVANA,exon,24738,24891,NA,-,NA,ENSG00000227232,unprocessed_pseudogene,WASH7P,2,OTTHUMG00000000958.1_2,full_contig,NA,NA,ENST00000488147.1_1,unprocessed_pseudogene,RP11-34P13.2-001,NA,basic,OTTHUMT00000002839.1_1,2,ENSE00003507205.1_1,chr1:-:24738-24891,PGO:0000005,NA,NA,NA,NA,NA
chr1,HAVANA,exon,18268,18366,NA,-,NA,ENSG00000227232,unprocessed_pseudogene,WASH7P,2,OTTHUMG00000000958.1_2,full_contig,NA,NA,ENST00000488147.1_1,unprocessed_pseudogene,RP11-34P13.2-001,NA,basic,OTTHUMT00000002839.1_1,3,ENSE00003477500.1_1,chr1:-:18268-18366,PGO:0000005,NA,NA,NA,NA,NA
chr1,HAVANA,exon,17915,18061,NA,-,NA,ENSG00000227232,unprocessed_pseudogene,WASH7P,2,OTTHUMG00000000958.1_2,full_contig,NA,NA,ENST00000488147.1_1,unprocessed_pseudogene,RP11-34P13.2-001,NA,basic,OTTHUMT00000002839.1_1,4,ENSE00003565697.1_1,chr1:-:17915-18061,PGO:0000005,NA,NA,NA,NA,NA
chr1,HAVANA,exon,17606,17742,NA,-,NA,ENSG00000227232,unprocessed_pseudogene,WASH7P,2,OTTHUMG00000000958.1_2,full_contig,NA,NA,ENST00000488147.1_1,unprocessed_pseudogene,RP11-34P13.2-001,NA,basic,OTTHUMT00000002839.1_1,5,ENSE00003475637.1_1,chr1:-:17606-17742,PGO:0000005,NA,NA,NA,NA,NA
chr1,HAVANA,exon,17233,17368,NA,-,NA,ENSG00000227232,unprocessed_pseudogene,WASH7P,2,OTTHUMG00000000958.1_2,full_contig,NA,NA,ENST00000488147.1_1,unprocessed_pseudogene,RP11-34P13.2-001,NA,basic,OTTHUMT00000002839.1_1,6,ENSE00003502542.1_1,chr1:-:17233-17368,PGO:0000005,NA,NA,NA,NA,NA
chr1,HAVANA,exon,16858,17055,NA,-,NA,ENSG00000227232,unprocessed_pseudogene,WASH7P,2,OTTHUMG00000000958.1_2,full_contig,NA,NA,ENST00000488147.1_1,unprocessed_pseudogene,RP11-34P13.2-001,NA,basic,OTTHUMT00000002839.1_1,7,ENSE00003553898.1_1,chr1:-:16858-17055,PGO:0000005,NA,NA,NA,NA,NA
chr1,HAVANA,exon,16607,16765,NA,-,NA,ENSG00000227232,unprocessed_pseudogene,WASH7P,2,OTTHUMG00000000958.1_2,full_contig,NA,NA,ENST00000488147.1_1,unprocessed_pseudogene,RP11-34P13.2-001,NA,basic,OTTHUMT00000002839.1_1,8,ENSE00003621279.1_1,chr1:-:16607-16765,PGO:0000005,NA,NA,NA,NA,NA
chr1,HAVANA,exon,15796,15947,NA,-,NA,ENSG00000227232,unprocessed_pseudogene,WASH7P,2,OTTHUMG00000000958.1_2,full_contig,NA,NA,ENST00000488147.1_1,unprocessed_pseudogene,RP11-34P13.2-001,NA,basic,OTTHUMT00000002839.1_1,9,ENSE00002030414.1_1,chr1:-:15796-15947,PGO:0000005,NA,NA,NA,NA,NA
chr1,HAVANA,exon,15005,15038,NA,-,NA,ENSG00000227232,unprocessed_pseudogene,WASH7P,2,OTTHUMG00000000958.1_2,full_contig,NA,NA,ENST00000488147.1_1,unprocessed_pseudogene,RP11-34P13.2-001,NA,basic,OTTHUMT00000002839.1_1,10,ENSE00001935574.1_1,chr1:-:15005-15038,PGO:0000005,NA,NA,NA,NA,NA
chr1,HAVANA,exon,14404,14501,NA,-,NA,ENSG00000227232,unprocessed_pseudogene,WASH7P,2,OTTHUMG00000000958.1_2,full_contig,NA,NA,ENST00000488147.1_1,unprocessed_pseudogene,RP11-34P13.2-001,NA,basic,OTTHUMT00000002839.1_1,11,ENSE00001843071.1_1,chr1:-:14404-14501,PGO:0000005,NA,NA,NA,NA,NA
chr1,HAVANA,exon,29554,30039,NA,+,NA,ENSG00000243485,lincRNA,RP11-34P13.3,2,OTTHUMG00000000959.2_4,full_contig,NA,NA,ENST00000473358.1_1,lincRNA,RP11-34P13.3-001,5,basic,OTTHUMT00000002840.1_1,1,ENSE00001947070.1_1,chr1:+:29554-30039,NA,NA,NA,NA,NA,NA
chr1,HAVANA,exon,30564,30667,NA,+,NA,ENSG00000243485,lincRNA,RP11-34P13.3,2,OTTHUMG00000000959.2_4,full_contig,NA,NA,ENST00000473358.1_1,lincRNA,RP11-34P13.3-001,5,basic,OTTHUMT00000002840.1_1,2,ENSE00001922571.1_1,chr1:+:30564-30667,NA,NA,NA,NA,NA,NA
chr1,HAVANA,exon,30976,31097,NA,+,NA,ENSG00000243485,lincRNA,RP11-34P13.3,2,OTTHUMG00000000959.2_4,full_contig,NA,NA,ENST00000473358.1_1,lincRNA,RP11-34P13.3-001,5,basic,OTTHUMT00000002840.1_1,3,ENSE00001827679.1_1,chr1:+:30976-31097,NA,NA,NA,NA,NA,NA
chr1,HAVANA,exon,30267,30667,NA,+,NA,ENSG00000243485,lincRNA,RP11-34P13.3,2,OTTHUMG00000000959.2_4,full_contig,NA,NA,ENST00000469289.1_1,lincRNA,RP11-34P13.3-002,5,basic,OTTHUMT00000002841.2_1,1,ENSE00001841699.1_1,chr1:+:30267-30667,NA,NA,NA,NA,NA,NA
chr1,HAVANA,exon,30976,31109,NA,+,NA,ENSG00000243485,lincRNA,RP11-34P13.3,2,OTTHUMG00000000959.2_4,full_contig,NA,NA,ENST00000469289.1_1,lincRNA,RP11-34P13.3-002,5,basic,OTTHUMT00000002841.2_1,2,ENSE00001890064.1_1,chr1:+:30976-31109,NA,NA,NA,NA,NA,NA
chr1,HAVANA,exon,35721,36081,NA,-,NA,ENSG00000237613,lincRNA,FAM138A,2,OTTHUMG00000000960.1_2,full_contig,NA,NA,ENST00000417324.1_1,lincRNA,RP11-34P13.4-001,1,basic,OTTHUMT00000002842.1_1,1,ENSE00001656588.1_1,chr1:-:35721-36081,NA,NA,NA,NA,NA,NA
chr1,HAVANA,exon,35277,35481,NA,-,NA,ENSG00000237613,lincRNA,FAM138A,2,OTTHUMG00000000960.1_2,full_contig,NA,NA,ENST00000417324.1_1,lincRNA,RP11-34P13.4-001,1,basic,OTTHUMT00000002842.1_1,2,ENSE00001669267.1_1,chr1:-:35277-35481,NA,NA,NA,NA,NA,NA
chr1,HAVANA,exon,34554,35174,NA,-,NA,ENSG00000237613,lincRNA,FAM138A,2,OTTHUMG00000000960.1_2,full_contig,NA,NA,ENST00000417324.1_1,lincRNA,RP11-34P13.4-001,1,basic,OTTHUMT00000002842.1_1,3,ENSE00001727627.1_1,chr1:-:34554-35174,NA,NA,NA,NA,NA,NA
chr1,HAVANA,exon,35721,36073,NA,-,NA,ENSG00000237613,lincRNA,FAM138A,2,OTTHUMG00000000960.1_2,full_contig,NA,NA,ENST00000461467.1_1,lincRNA,RP11-34P13.4-002,3,NA,OTTHUMT00000002843.1_1,1,ENSE00001618781.2_1,chr1:-:35721-36073,NA,NA,NA,NA,NA,NA
chr1,HAVANA,exon,35245,35481,NA,-,NA,ENSG00000237613,lincRNA,FAM138A,2,OTTHUMG00000000960.1_2,full_contig,NA,NA,ENST00000461467.1_1,lincRNA,RP11-34P13.4-002,3,NA,OTTHUMT00000002843.1_1,2,ENSE00001874421.1_1,chr1:-:35245-35481,NA,NA,NA,NA,NA,NA
chr1,HAVANA,exon,52473,53312,NA,+,NA,ENSG00000268020,unprocessed_pseudogene,OR4G4P,2,OTTHUMG00000185779.1_4,full_contig,NA,NA,ENST00000606857.1_1,unprocessed_pseudogene,RP11-34P13.17-001,NA,basic,OTTHUMT00000471235.1_1,1,ENSE00003698237.1_1,chr1:+:52473-53312,PGO:0000005,NA,NA,NA,NA,NA
chr1,HAVANA,exon,57598,57653,NA,+,NA,ENSG00000240361,transcribed_unprocessed_pseudogene,OR4G11P,2,OTTHUMG00000001095.3_3,full_contig,NA,NA,ENST00000642116.1_1,processed_transcript,RP11-34P13.6-002,NA,basic,OTTHUMT00000492680.1_1,1,ENSE00003812686.1_1,chr1:+:57598-57653,NA,NA,NA,NA,NA,NA
chr1,HAVANA,exon,58700,58856,NA,+,NA,ENSG00000240361,transcribed_unprocessed_pseudogene,OR4G11P,2,OTTHUMG00000001095.3_3,full_contig,NA,NA,ENST00000642116.1_1,processed_transcript,RP11-34P13.6-002,NA,basic,OTTHUMT00000492680.1_1,2,ENSE00003812505.1_1,chr1:+:58700-58856,NA,NA,NA,NA,NA,NA
chr1,HAVANA,exon,62916,64116,NA,+,NA,ENSG00000240361,transcribed_unprocessed_pseudogene,OR4G11P,2,OTTHUMG00000001095.3_3,full_contig,NA,NA,ENST00000642116.1_1,processed_transcript,RP11-34P13.6-002,NA,basic,OTTHUMT00000492680.1_1,3,ENSE00003811818.1_1,chr1:+:62916-64116,NA,NA,NA,NA,NA,NA
chr1,HAVANA,exon,62949,63887,NA,+,NA,ENSG00000240361,transcribed_unprocessed_pseudogene,OR4G11P,2,OTTHUMG00000001095.3_3,full_contig,NA,NA,ENST00000492842.2_2,transcribed_unprocessed_pseudogene,RP11-34P13.6-001,NA,basic,OTTHUMT00000003224.3_2,1,ENSE00001830178.2_1,chr1:+:62949-63887,PGO:0000019,NA,NA,NA,NA,NA
chr1,HAVANA,exon,65419,65433,NA,+,NA,ENSG00000186092,protein_coding,OR4F5,2,OTTHUMG00000001094.4_4,full_contig,NA,NA,ENST00000641515.2_2,protein_coding,RP11-34P13.5-001,NA,basic,OTTHUMT00000003223.4_2,1,ENSE00003812156.1_1,chr1:+:65419-65433,NA,ENSP00000493376.2,NA,NA,NA,NA
chr1,HAVANA,exon,65520,65573,NA,+,NA,ENSG00000186092,protein_coding,OR4F5,2,OTTHUMG00000001094.4_4,full_contig,NA,NA,ENST00000641515.2_2,protein_coding,RP11-34P13.5-001,NA,basic,OTTHUMT00000003223.4_2,2,ENSE00003813641.1_1,chr1:+:65520-65573,NA,ENSP00000493376.2,NA,NA,NA,NA
chr1,HAVANA,exon,69037,71585,NA,+,NA,ENSG00000186092,protein_coding,OR4F5,2,OTTHUMG00000001094.4_4,full_contig,NA,NA,ENST00000641515.2_2,protein_coding,RP11-34P13.5-001,NA,basic,OTTHUMT00000003223.4_2,3,ENSE00003813949.1_1,chr1:+:69037-71585,NA,ENSP00000493376.2,NA,NA,NA,NA
chr1,ENSEMBL,exon,69055,70108,NA,+,NA,ENSG00000186092,protein_coding,OR4F5,3,OTTHUMG00000001094.4_4,full_contig,NA,NA,ENST00000335137.4_2,protein_coding,OR4F5-201,NA,CCDS,NA,1,ENSE00002319515.2_1,chr1:+:69055-70108,NA,ENSP00000334393.3,CCDS30547.1,NA,NA,NA
chr1,HAVANA,exon,120775,120932,NA,-,NA,ENSG00000238009,lincRNA,RP11-34P13.7,2,OTTHUMG00000001096.2_5,full_contig,NA,NA,ENST00000466430.5_1,lincRNA,RP11-34P13.7-001,5,basic,OTTHUMT00000003225.1_1,1,ENSE00001606755.2_1,chr1:-:120775-120932,NA,NA,NA,NA,NA,NA
chr1,HAVANA,exon,112700,112804,NA,-,NA,ENSG00000238009,lincRNA,RP11-34P13.7,2,OTTHUMG00000001096.2_5,full_contig,NA,NA,ENST00000466430.5_1,lincRNA,RP11-34P13.7-001,5,basic,OTTHUMT00000003225.1_1,2,ENSE00001957285.1_1,chr1:-:112700-112804,NA,NA,NA,NA,NA,NA
chr1,HAVANA,exon,92091,92240,NA,-,NA,ENSG00000238009,lincRNA,RP11-34P13.7,2,OTTHUMG00000001096.2_5,full_contig,NA,NA,ENST00000466430.5_1,lincRNA,RP11-34P13.7-001,5,basic,OTTHUMT00000003225.1_1,3,ENSE00001944529.1_1,chr1:-:92091-92240,NA,NA,NA,NA,NA,NA
chr1,HAVANA,exon,89295,91629,NA,-,NA,ENSG00000238009,lincRNA,RP11-34P13.7,2,OTTHUMG00000001096.2_5,full_contig,NA,NA,ENST00000466430.5_1,lincRNA,RP11-34P13.7-001,5,basic,OTTHUMT00000003225.1_1,4,ENSE00001846804.1_1,chr1:-:89295-91629,NA,NA,NA,NA,NA,NA
chr1,HAVANA,exon,129055,129217,NA,-,NA,ENSG00000238009,lincRNA,RP11-34P13.7,2,OTTHUMG00000001096.2_5,full_contig,NA,NA,ENST00000477740.5_1,lincRNA,RP11-34P13.7-003,5,not_best_in_genome_evidence,OTTHUMT00000003688.1_1,1,ENSE00001919246.1_1,chr1:-:129055-129217,NA,NA,NA,NA,NA,NA
chr1,HAVANA,exon,120721,120932,NA,-,NA,ENSG00000238009,lincRNA,RP11-34P13.7,2,OTTHUMG00000001096.2_5,full_contig,NA,NA,ENST00000477740.5_1,lincRNA,RP11-34P13.7-003,5,not_best_in_genome_evidence,OTTHUMT00000003688.1_1,2,ENSE00001171005.3_1,chr1:-:120721-120932,NA,NA,NA,NA,NA,NA
chr1,HAVANA,exon,112700,112804,NA,-,NA,ENSG00000238009,lincRNA,RP11-34P13.7,2,OTTHUMG00000001096.2_5,full_contig,NA,NA,ENST00000477740.5_1,lincRNA,RP11-34P13.7-003,5,not_best_in_genome_evidence,OTTHUMT00000003688.1_1,3,ENSE00001957285.1_1,chr1:-:112700-112804,NA,NA,NA,NA,NA,NA
chr1,HAVANA,exon,92230,92240,NA,-,NA,ENSG00000238009,lincRNA,RP11-34P13.7,2,OTTHUMG00000001096.2_5,full_contig,NA,NA,ENST00000477740.5_1,lincRNA,RP11-34P13.7-003,5,not_best_in_genome_evidence,OTTHUMT00000003688.1_1,4,ENSE00001896976.1_1,chr1:-:92230-92240,NA,NA,NA,NA,NA,NA
chr1,HAVANA,exon,129055,129173,NA,-,NA,ENSG00000238009,lincRNA,RP11-34P13.7,2,OTTHUMG00000001096.2_5,full_contig,NA,NA,ENST00000471248.1_1,lincRNA,RP11-34P13.7-002,5,dotter_confirmed,OTTHUMT00000003687.1_1,1,ENSE00001934975.1_1,chr1:-:129055-129173,NA,NA,NA,NA,NA,NA
chr1,HAVANA,exon,112700,112804,NA,-,NA,ENSG00000238009,lincRNA,RP11-34P13.7,2,OTTHUMG00000001096.2_5,full_contig,NA,NA,ENST00000471248.1_1,lincRNA,RP11-34P13.7-002,5,dotter_confirmed,OTTHUMT00000003687.1_1,2,ENSE00001957285.1_1,chr1:-:112700-112804,NA,NA,NA,NA,NA,NA
chr1,HAVANA,exon,110953,111357,NA,-,NA,ENSG00000238009,lincRNA,RP11-34P13.7,2,OTTHUMG00000001096.2_5,full_contig,NA,NA,ENST00000471248.1_1,lincRNA,RP11-34P13.7-002,5,dotter_confirmed,OTTHUMT00000003687.1_1,3,ENSE00001879696.1_1,chr1:-:110953-111357,NA,NA,NA,NA,NA,NA
chr1,ENSEMBL,exon,133374,133723,NA,-,NA,ENSG00000238009,lincRNA,RP11-34P13.7,3,OTTHUMG00000001096.2_5,full_contig,NA,NA,ENST00000610542.1_1,lincRNA,AL627309.1-205,5,basic,NA,1,ENSE00003748456.1_1,chr1:-:133374-133723,NA,NA,NA,NA,NA,NA
chr1,ENSEMBL,exon,129055,129223,NA,-,NA,ENSG00000238009,lincRNA,RP11-34P13.7,3,OTTHUMG00000001096.2_5,full_contig,NA,NA,ENST00000610542.1_1,lincRNA,AL627309.1-205,5,basic,NA,2,ENSE00003734824.1_1,chr1:-:129055-129223,NA,NA,NA,NA,NA,NA
chr1,ENSEMBL,exon,120874,120932,NA,-,NA,ENSG00000238009,lincRNA,RP11-34P13.7,3,OTTHUMG00000001096.2_5,full_contig,NA,NA,ENST00000610542.1_1,lincRNA,AL627309.1-205,5,basic,NA,3,ENSE00003740919.1_1,chr1:-:120874-120932,NA,NA,NA,NA,NA,NA
chr1,ENSEMBL,exon,120725,120869,NA,-,NA,ENSG00000238009,lincRNA,RP11-34P13.7,3,OTTHUMG00000001096.2_5,full_contig,NA,NA,ENST00000610542.1_1,lincRNA,AL627309.1-205,5,basic,NA,4,ENSE00003749543.1_1,chr1:-:120725-120869,NA,NA,NA,NA,NA,NA
chr1,HAVANA,exon,133374,133566,NA,-,NA,ENSG00000238009,lincRNA,RP11-34P13.7,2,OTTHUMG00000001096.2_5,full_contig,NA,NA,ENST00000453576.2_1,lincRNA,RP11-34P13.7-004,2,NA,OTTHUMT00000003689.1_1,1,ENSE00001737600.2_1,chr1:-:133374-133566,NA,NA,NA,NA,NA,NA
chr1,HAVANA,exon,129081,129223,NA,-,NA,ENSG00000238009,lincRNA,RP11-34P13.7,2,OTTHUMG00000001096.2_5,full_contig,NA,NA,ENST00000453576.2_1,lincRNA,RP11-34P13.7-004,2,NA,OTTHUMT00000003689.1_1,2,ENSE00001827073.1_1,chr1:-:129081-129223,NA,NA,NA,NA,NA,NA
chr1,HAVANA,exon,90287,91105,NA,-,NA,ENSG00000239945,lincRNA,RP11-34P13.8,2,OTTHUMG00000001097.2_5,full_contig,NA,NA,ENST00000495576.1_1,lincRNA,RP11-34P13.8-001,5,basic,OTTHUMT00000003226.2_1,1,ENSE00001907785.1_1,chr1:-:90287-91105,NA,NA,NA,NA,NA,NA
chr1,HAVANA,exon,89551,90050,NA,-,NA,ENSG00000239945,lincRNA,RP11-34P13.8,2,OTTHUMG00000001097.2_5,full_contig,NA,NA,ENST00000495576.1_1,lincRNA,RP11-34P13.8-001,5,basic,OTTHUMT00000003226.2_1,2,ENSE00001927725.1_1,chr1:-:89551-90050,NA,NA,NA,NA,NA,NA
chr1,HAVANA,exon,131025,134836,NA,+,NA,ENSG00000233750,processed_pseudogene,RP11-34P13.10,1,OTTHUMG00000001257.3_3,full_contig,NA,NA,ENST00000442987.3_1,processed_pseudogene,RP11-34P13.10-001,NA,basic,OTTHUMT00000003691.3_1,1,ENSE00001625118.3_1,chr1:+:131025-134836,PGO:0000004,NA,NA,NA,NA,NA
chr1,ENSEMBL,exon,137621,139379,NA,-,NA,ENSG00000237683,protein_coding,AL627309.1,3,NA,automatic_gene,NA,NA,ENST00000423372.3,protein_coding,AL627309.1-201,NA,appris_principal,NA,1,ENSE00002221580.1,NA,NA,ENSP00000473460.1,NA,KNOWN,V19,KNOWN
chr1,ENSEMBL,exon,134901,135802,NA,-,NA,ENSG00000237683,protein_coding,AL627309.1,3,NA,automatic_gene,NA,NA,ENST00000423372.3,protein_coding,AL627309.1-201,NA,appris_principal,NA,2,ENSE00002314092.1,NA,NA,ENSP00000473460.1,NA,KNOWN,V19,KNOWN
chr1,HAVANA,exon,135141,135895,NA,-,NA,ENSG00000268903,processed_pseudogene,RP11-34P13.15,2,OTTHUMG00000182518.2_4,full_contig,NA,NA,ENST00000494149.2_2,processed_pseudogene,RP11-34P13.15-001,NA,basic,OTTHUMT00000461982.2_2,1,ENSE00001879101.2_1,chr1:-:135141-135895,PGO:0000004,NA,NA,NA,NA,NA
chr1,HAVANA,exon,137682,137965,NA,-,NA,ENSG00000269981,processed_pseudogene,RP11-34P13.16,2,OTTHUMG00000182738.2_4,full_contig,NA,NA,ENST00000595919.1_1,processed_pseudogene,RP11-34P13.16-001,NA,basic,OTTHUMT00000463398.2_1,1,ENSE00001936432.2_1,chr1:-:137682-137965,PGO:0000004,NA,NA,NA,NA,NA
chr1,HAVANA,exon,140075,140339,NA,-,NA,ENSG00000239906,antisense,RP11-34P13.14,2,OTTHUMG00000002481.1_4,full_contig,NA,NA,ENST00000493797.1_1,antisense,RP11-34P13.14-001,2,basic,OTTHUMT00000007038.1_1,1,ENSE00001913281.1_1,chr1:-:140075-140339,NA,NA,NA,NA,NA,NA
chr1,HAVANA,exon,139790,139847,NA,-,NA,ENSG00000239906,antisense,RP11-34P13.14,2,OTTHUMG00000002481.1_4,full_contig,NA,NA,ENST00000493797.1_1,antisense,RP11-34P13.14-001,2,basic,OTTHUMT00000007038.1_1,2,ENSE00001922992.1_1,chr1:-:139790-139847,NA,NA,NA,NA,NA,NA
chr1,HAVANA,exon,146386,149707,NA,-,NA,ENSG00000241860,processed_transcript,RP11-34P13.13,2,OTTHUMG00000002480.3_4,full_contig,NA,NA,ENST00000484859.1_1,antisense,RP11-34P13.13-004,5,basic,OTTHUMT00000007035.1_1,1,ENSE00001860404.1_1,chr1:-:146386-149707,NA,NA,NA,NA,NA,NA
chr1,HAVANA,exon,141474,143011,NA,-,NA,ENSG00000241860,processed_transcript,RP11-34P13.13,2,OTTHUMG00000002480.3_4,full_contig,NA,NA,ENST00000484859.1_1,antisense,RP11-34P13.13-004,5,basic,OTTHUMT00000007035.1_1,2,ENSE00001911218.1_1,chr1:-:141474-143011,NA,NA,NA,NA,NA,NA
chr1,HAVANA,exon,146642,146831,NA,-,NA,ENSG00000241860,processed_transcript,RP11-34P13.13,2,OTTHUMG00000002480.3_4,full_contig,NA,NA,ENST00000490997.5_1,antisense,RP11-34P13.13-003,5,NA,OTTHUMT00000007036.1_1,1,ENSE00001868647.1_1,chr1:-:146642-146831,NA,NA,NA,NA,NA,NA
chr1,HAVANA,exon,146386,146509,NA,-,NA,ENSG00000241860,processed_transcript,RP11-34P13.13,2,OTTHUMG00000002480.3_4,full_contig,NA,NA,ENST00000490997.5_1,antisense,RP11-34P13.13-003,5,NA,OTTHUMT00000007036.1_1,2,ENSE00001853409.1_1,chr1:-:146386-146509,NA,NA,NA,NA,NA,NA
chr1,HAVANA,exon,142808,143011,NA,-,NA,ENSG00000241860,processed_transcript,RP11-34P13.13,2,OTTHUMG00000002480.3_4,full_contig,NA,NA,ENST00000490997.5_1,antisense,RP11-34P13.13-003,5,NA,OTTHUMT00000007036.1_1,3,ENSE00001838397.1_1,chr1:-:142808-143011,NA,NA,NA,NA,NA,NA
chr1,HAVANA,exon,173753,173862,NA,-,NA,ENSG00000241860,processed_transcript,RP11-34P13.13,2,OTTHUMG00000002480.3_4,full_contig,NA,NA,ENST00000466557.6_1,lincRNA,RP11-34P13.13-001,5,basic,OTTHUMT00000007037.2_1,1,ENSE00001947154.2_1,chr1:-:173753-173862,NA,NA,NA,NA,NA,NA
chr1,HAVANA,exon,172557,172688,NA,-,NA,ENSG00000241860,processed_transcript,RP11-34P13.13,2,OTTHUMG00000002480.3_4,full_contig,NA,NA,ENST00000466557.6_1,lincRNA,RP11-34P13.13-001,5,basic,OTTHUMT00000007037.2_1,2,ENSE00001890990.1_1,chr1:-:172557-172688,NA,NA,NA,NA,NA,NA
chr1,HAVANA,exon,169049,169264,NA,-,NA,ENSG00000241860,processed_transcript,RP11-34P13.13,2,OTTHUMG00000002480.3_4,full_contig,NA,NA,ENST00000466557.6_1,lincRNA,RP11-34P13.13-001,5,basic,OTTHUMT00000007037.2_1,3,ENSE00001922566.1_1,chr1:-:169049-169264,NA,NA,NA,NA,NA,NA
chr1,HAVANA,exon,168100,168165,NA,-,NA,ENSG00000241860,processed_transcript,RP11-34P13.13,2,OTTHUMG00000002480.3_4,full_contig,NA,NA,ENST00000466557.6_1,lincRNA,RP11-34P13.13-001,5,basic,OTTHUMT00000007037.2_1,4,ENSE00001947087.1_1,chr1:-:168100-168165,NA,NA,NA,NA,NA,NA
chr1,HAVANA,exon,165884,165942,NA,-,NA,ENSG00000241860,processed_transcript,RP11-34P13.13,2,OTTHUMG00000002480.3_4,full_contig,NA,NA,ENST00000466557.6_1,lincRNA,RP11-34P13.13-001,5,basic,OTTHUMT00000007037.2_1,5,ENSE00001949945.1_1,chr1:-:165884-165942,NA,NA,NA,NA,NA,NA
